stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_timezone,stop_url,parent_station,stop_desc,stop_name,location_type,stop_id,zone_id
39.781251,1,35236,-105.138657,,,33852,Vehicles Travelling South,Ward Rd PnR (Ar),0,35236,35236
39.767591,1,35234,-104.973545,,,,Vehicles Travelling East,Larimer St & Downing St,0,35234,35234
39.764239,1,35232,-104.97787,,,,Vehicles Travelling East,Larimer St & 32nd St,0,35232,35232
39.765885,1,35233,-104.975756,,,,Vehicles Travelling East,Larimer St & 34th St,0,35233,35233
39.760294,1,35230,-104.982985,,,,Vehicles Travelling East,Larimer St & 28th St,0,35230,35230
39.762042,1,35231,-104.980714,,,,Vehicles Travelling East,Larimer St & 30th St,0,35231,35231
39.725652,1,11542,-104.929761,,,,Vehicles Travelling West,6th Ave & Elm St,0,11542,11542
39.725657,1,11540,-104.933242,,,,Vehicles Travelling West,6th Ave & Dexter St,0,11540,11540
39.725279,1,11541,-104.929176,,,,Vehicles Travelling East,6th Ave & Elm St,0,11541,11541
39.725466,1,11547,-104.869972,,,,Vehicles Travelling East,6th Ave & Fulton St,0,11547,11547
39.725646,1,11548,-104.870947,,,,Vehicles Travelling West,6th Ave & Fulton St,0,11548,11548
39.725282,1,11549,-104.925809,,,,Vehicles Travelling East,6th Ave & Glencoe St,0,11549,11549
40.037148,1,19395,-105.258301,,,,Vehicles Travelling North,28th St & Hwy 119 Farside,0,19395,19395
39.711363,1,22264,-105.040198,,,,Vehicles Travelling West,W Alameda Ave & S Perry St,0,22264,22264
39.656016,1,22268,-104.98775,,,,Vehicles Travelling South,S Broadway & W Floyd Ave,0,22268,22268
39.543953,1,25062,-104.917725,,,,Vehicles Travelling East,S University Blvd & Crossland Way,0,25062,25062
39.544393,1,25060,-104.918528,,,,Vehicles Travelling West,S University Blvd & Crossland Way,0,25060,25060
39.943201,1,25067,-105.158564,,,,Vehicles Travelling East,Rock Creek Pkwy & Pitkin Ave,0,25067,25067
39.825727,1,25065,-104.942665,,,35363,Vehicles Travelling South,Commerce City & 72nd Station Gate B,0,25065,25065
39.939493,1,25068,-105.155127,,,,Vehicles Travelling East,Rock Creek Pkwy & Indiana St,0,25068,25068
39.937656,1,25069,-105.147988,,,,Vehicles Travelling East,Rock Creek Pkwy & S 88th St,0,25069,25069
39.711249,1,11954,-104.990666,,,,Vehicles Travelling West,W Alameda Ave & S Bannock St,0,11954,11954
40.121142,1,19973,-105.151456,,,,Vehicles Travelling Northeast,Hwy 119 & Airport Rd,0,19973,19973
40.010647,1,19971,-105.102748,,,,Vehicles Travelling North,US 287 & Lucerne Dr,0,19971,19971
39.81844,1,15488,-104.912752,,,,Vehicles Travelling North,Monaco St & 67th Ave,0,15488,15488
39.80479,1,16257,-105.106662,,,,Vehicles Travelling Southeast,Ralston Rd & W 59th Pl,0,16257,16257
39.762285,1,16708,-105.011124,,,,Vehicles Travelling North,Tejon St & W 32nd Ave,0,16708,16708
39.802487,1,16255,-105.104694,,,,Vehicles Travelling North,Independence St & Ralston Rd,0,16255,16255
39.667433,1,16254,-105.04182,,,,Vehicles Travelling South,S Raleigh St & W Yale Ave,0,16254,16254
40.017338,1,19979,-105.272514,,,,Vehicles Travelling Southwest,Canyon Blvd & 17th St,0,19979,19979
39.804985,1,16258,-105.106515,,,,Vehicles Travelling Northwest,Ralston Rd & W 59th Ave,0,16258,16258
39.653478,1,16700,-104.898602,,,,Vehicles Travelling North,S Tamarac Dr & Hampden Ave,0,16700,16700
39.710914,1,12015,-105.103671,,,,Vehicles Travelling East,W Alameda Ave & S Hoyt St,0,12015,12015
39.711086,1,12016,-105.104126,,,,Vehicles Travelling West,W Alameda Ave & S Hoyt St,0,12016,12016
39.711153,1,12011,-104.921906,,,,Vehicles Travelling East,Alameda Ave & S Holly St,0,12011,12011
39.711243,1,12013,-105.029121,,,,Vehicles Travelling West,W Alameda Ave & S Hooker St,0,12013,12013
39.711387,1,12012,-104.922643,,,,Vehicles Travelling West,Alameda Ave & S Holly St,0,12012,12012
39.652937,1,26395,-104.781573,,,,Vehicles Travelling East,Hampden Ave & S Telluride Way,0,26395,26395
39.652941,1,26394,-104.783947,,,,Vehicles Travelling East,Hampden Ave & S Richfield St,0,26394,26394
39.65558,1,26397,-104.764761,,,,Vehicles Travelling North,S Ceylon Way & Floyd Ave,0,26397,26397
39.65287,1,26396,-104.771789,,,,Vehicles Travelling East,Hampden Ave & S Tower Rd,0,26396,26396
39.652937,1,26393,-104.79067,,,,Vehicles Travelling East,Hampden Ave & S Buckley Rd,0,26393,26393
39.708742,1,15950,-104.847306,,,,Vehicles Travelling South,S Peoria St & Dakota Ave,0,15950,15950
39.661309,1,26399,-104.764651,,,,Vehicles Travelling North,S Ceylon Way & Columbia Pl,0,26399,26399
39.658299,1,26398,-104.764424,,,,Vehicles Travelling North,S Ceylon Way & Eldorado Pl,0,26398,26398
39.667209,1,15955,-104.847426,,,,Vehicles Travelling South,S Peoria St & Yale Ave,0,15955,15955
39.668094,1,15954,-104.847098,,,,Vehicles Travelling North,S Peoria St & Yale Ave,0,15954,15954
39.678143,1,24882,-104.992653,,,33713,Vehicles Travelling North,Evans Station,0,24882,B
39.5389,1,24881,-105.036253,,,,Vehicles Travelling West,S Santa Fe Dr & Highlands Ranch Pkwy,0,24881,24881
39.538067,1,24880,-105.035335,,,,Vehicles Travelling East,Highlands Ranch Pkwy & S Santa Fe Dr,0,24880,24880
39.642183,1,24889,-105.02477,,,,Vehicles Travelling South,W Oxford Ave & S Federal Blvd,0,24889,24889
39.643408,1,24888,-105.004413,,,33726,Vehicles Travelling South,Oxford - City of Sheridan Station,0,24888,24888
39.763702,1,26020,-104.774848,,,,Vehicles Travelling East,Wal-Mart @ Salida St & Tower Rd,0,26020,26020
39.711159,1,22875,-104.913248,,,,Vehicles Travelling East,Alameda Ave & S Monaco Pkwy,0,22875,22875
39.971971,1,22876,-105.241884,,,,Vehicles Travelling Southwest,Greenbriar Blvd & Greenbriar Ct,0,22876,22876
39.787251,1,14624,-104.919842,,,,Vehicles Travelling North,Ivy St & 50th Ave,0,14624,14624
39.749706,1,14626,-105.21452,,,,Vehicles Travelling South,Jackson St & 19th St,0,14626,14626
39.640764,1,14620,-105.030021,,,,Vehicles Travelling South,S Irving St & W Oxford Ave,0,14620,14620
39.640767,1,14621,-105.02992,,,,Vehicles Travelling North,S Irving St & W Oxford Ave,0,14621,14621
39.703398,1,14622,-105.029872,,,,Vehicles Travelling South,S Irving St & W Walsh Pl,0,14622,14622
39.787187,1,14623,-104.920004,,,,Vehicles Travelling South,Ivy St & 50th Ave,0,14623,14623
39.747594,1,14629,-105.212543,,,,Vehicles Travelling Southwest,Jackson St & 22nd St,0,14629,14629
39.750804,1,13058,-104.940523,,,,Vehicles Travelling North,Colorado Blvd & 23rd Ave,0,13058,13058
39.754909,1,13059,-104.940463,,,,Vehicles Travelling North,Colorado Blvd & 26th Ave,0,13059,13059
39.744314,1,13053,-104.940581,,,,Vehicles Travelling North,Colorado Blvd & 17th Ave,0,13053,13053
39.737757,1,13050,-104.94053,,,,Vehicles Travelling North,Colorado Blvd & 14th Ave,0,13050,13050
39.736956,1,13051,-104.940809,,,,Vehicles Travelling South,Colorado Blvd & 13th Ave,0,13051,13051
39.717358,1,13056,-104.940846,,,,Vehicles Travelling South,Colorado Blvd & 1st Ave,0,13056,13056
39.750661,1,13057,-104.940827,,,,Vehicles Travelling South,Colorado Blvd & 23rd Ave,0,13057,13057
39.744102,1,13054,-104.940865,,,,Vehicles Travelling South,Colorado Blvd & 17th Ave,0,13054,13054
39.718163,1,13055,-104.94057,,,,Vehicles Travelling North,Colorado Blvd & 1st Ave,0,13055,13055
39.667939,1,33506,-104.937392,,,,Vehicles Travelling West,Yale Ave & S Clermont Dr,0,33506,33506
39.650897,0,33851,-105.082726,,,,Vehicles Travelling North,Wadsworth / Hampden,1,33851,
39.69386,1,33504,-104.791233,,,,Vehicles Travelling South,S Buckley Rd & Arizona Dr,0,33504,33504
39.694079,1,33505,-104.790916,,,,Vehicles Travelling North,S Buckley Rd & S Pitkin Way,0,33505,33505
39.563159,1,33502,-104.897006,,,,Vehicles Travelling South,Acres Green Dr & Park Meadows Dr,0,33502,33502
39.986706,1,33855,-105.232717,,,33743,Vehicles Travelling East,US 36 & Table Mesa Station Gate B,0,33855,33855
39.856408,1,33501,-104.991418,,,,Vehicles Travelling West,W 88th Ave & Conifer Rd,0,33501,33501
39.856487,1,17826,-105.101075,,,,Vehicles Travelling West,W 88th Ave & Garrison St,0,17826,17826
40.051086,1,19331,-105.216462,,,,Vehicles Travelling West,Jay Rd & Spine Rd,0,19331,19331
39.731664,1,23059,-105.005549,,,34109,Vehicles Travelling Southeast,10th & Osage Station,0,23059,A
39.74033,1,23058,-105.002519,,,33724,Vehicles Travelling West,Colfax at Auraria Station,0,23058,A
39.677566,1,23509,-105.024891,,,34140,Vehicles Travelling North,S Federal Blvd & W Warren Ave,0,23509,23509
39.837516,1,23507,-105.053402,,,,Vehicles Travelling South,Sheridan Blvd & W 78th Ave,0,23507,23507
39.747879,1,23054,-104.987032,,,34118,Vehicles Travelling Southwest,20th & Welton Station,0,23054,A
39.746121,1,23056,-104.992838,,,34115,Vehicles Travelling Southwest,16th & Stout Station,0,23056,A
39.759213,1,23051,-104.973456,,,33703,Vehicles Travelling North,30th & Downing Station,0,23051,A
39.753227,1,23053,-104.97998,,,34119,Vehicles Travelling Southwest,25th & Welton Station,0,23053,A
39.743652,1,29104,-104.997481,,,34113,Vehicles Travelling North,Theatre District / Convention Center Station,0,29104,A
39.773673,1,34558,-104.996885,,,34548,Vehicles Travelling North,41st & Fox Station Track 1,0,34558,A
39.773021,1,34559,-104.996992,,,34548,Vehicles Travelling South,41st & Fox Station Track 2,0,34559,A
39.748817,1,24519,-104.772472,,,,Vehicles Travelling South,Tower Rd & 22nd Ave,0,24519,24519
39.794008,1,15285,-104.828746,,,,Vehicles Travelling Northwest,Maxwell Pl & Yost Ct,0,15285,15285
39.793734,1,15286,-104.828823,,,,Vehicles Travelling Southeast,Maxwell Pl & Yost Ct,0,15286,15286
39.79317,1,15281,-104.816595,,,,Vehicles Travelling Southwest,Maxwell Pl & Sable St,0,15281,15281
39.793354,1,15280,-104.816059,,,,Vehicles Travelling Northeast,Maxwell Pl & Sable St,0,15280,15280
39.794743,1,15283,-104.832471,,,,Vehicles Travelling Northwest,Maxwell Pl & Wheeling St,0,15283,15283
39.794339,1,15282,-104.831883,,,,Vehicles Travelling Southeast,Maxwell Pl & Wheeling St,0,15282,15282
40.168953,1,26629,-105.098549,,,,Vehicles Travelling East,6th Ave & Collyer St,0,26629,26629
39.884684,1,16887,-105.012203,,,,Vehicles Travelling South,Ura Ln & W 104th Ave,0,16887,16887
39.762062,1,10880,-105.059901,,,,Vehicles Travelling East,W 32nd Ave & Fenton St,0,10880,10880
39.762136,1,10883,-105.06177,,,,Vehicles Travelling West,W 32nd Ave & Gray St,0,10883,10883
39.561298,1,22676,-104.959772,,,,Vehicles Travelling North,S University Blvd & Dad Clark Dr,0,22676,22676
39.729268,1,22674,-105.053124,,,,Vehicles Travelling North,Sheridan Blvd & W 8th Ave,0,22674,22674
39.560619,1,22675,-104.960295,,,,Vehicles Travelling West,Dad Clark Dr & S University Blvd,0,22675,22675
39.76206,1,10888,-105.064523,,,,Vehicles Travelling East,W 32nd Ave & Ingalls St,0,10888,10888
39.762141,1,10889,-105.063818,,,,Vehicles Travelling West,W 32nd Ave & Ingalls St,0,10889,10889
39.761465,1,15554,-104.912897,,,,Vehicles Travelling South,Monaco Pkwy & MLK Blvd,0,15554,15554
39.887992,1,26566,-105.073145,,,33736,Vehicles Travelling East,US 36 & Church Ranch Station Gate A,0,26566,26566
39.888416,1,26567,-105.07178,,,33737,Vehicles Travelling West,US 36 & Church Ranch Station Gate B,0,26567,26567
39.697001,1,15557,-104.912728,,,,Vehicles Travelling North,S Monaco Pkwy & Mississippi Ave,0,15557,15557
39.613318,1,15004,-104.991929,,,,Vehicles Travelling West,W Littleton Blvd & S Cherokee St,0,15004,15004
39.613329,1,15003,-104.98869,,,,Vehicles Travelling West,W Littleton Blvd & S Broadway,0,15003,15003
39.820235,1,24706,-104.977911,,,,Vehicles Travelling North,Washington St & 68th Ave,0,24706,24706
39.820101,1,24707,-104.978114,,,,Vehicles Travelling South,Washington St & 68th Ave,0,24707,24707
39.761987,1,24700,-104.804376,,,,Vehicles Travelling West,32nd Ave & Jasper St,0,24700,24700
39.772928,1,24701,-104.795764,,,,Vehicles Travelling West,40th Ave & Airport Way,0,24701,24701
39.772733,1,24702,-104.795596,,,,Vehicles Travelling East,40th Ave & 40th Cir E,0,24702,24702
39.761848,1,24703,-104.809108,,,,Vehicles Travelling East,32nd Ave & Chambers Rd,0,24703,24703
39.779895,1,15000,-105.001786,,,,Vehicles Travelling South,Lipan St & W 46th Ave,0,15000,15000
39.852574,1,22019,-105.025079,,,,Vehicles Travelling South,Federal Blvd & W 86th Ave,0,22019,22019
39.758053,1,22014,-105.015923,,,,Vehicles Travelling South,Zuni St & W 29th Ave,0,22014,22014
39.67864,1,13618,-104.980842,,,,Vehicles Travelling West,Evans Ave & S Pearl St,0,13618,13618
39.678492,1,13619,-105.006325,,,,Vehicles Travelling East,W Evans Ave & S Pecos St,0,13619,13619
39.678531,1,13614,-104.908593,,,,Vehicles Travelling West,Evans Ave & S Oneida St,0,13614,13614
39.679345,1,13615,-105.03864,,,,Vehicles Travelling Northwest,W Evans Ave & S Patton Ct,0,13615,13615
39.678491,1,13617,-104.980746,,,,Vehicles Travelling East,Evans Ave & S Pearl St,0,13617,13617
39.678376,1,13613,-104.907676,,,,Vehicles Travelling East,Evans Ave & S Oneida St,0,13613,13613
39.783718,1,11289,-104.9203,,,,Vehicles Travelling East,48th Ave & Ivy St,0,11289,11289
39.783818,1,11288,-104.920518,,,,Vehicles Travelling West,48th Ave & Ivy St,0,11288,11288
39.726815,1,16060,-104.828216,,,,Vehicles Travelling North,Potomac St & 6th Ave,0,16060,16060
39.783806,1,11283,-104.927377,,,,Vehicles Travelling West,48th Ave & Forest St,0,11283,11283
39.783696,1,11282,-104.926428,,,,Vehicles Travelling East,48th Ave & Forest St,0,11282,11282
39.783758,1,11285,-105.060949,,,,Vehicles Travelling East,W 48th Ave & Golden Ct,0,11285,11285
39.783904,1,11284,-105.061181,,,,Vehicles Travelling West,W 48th Ave & Golden Ct,0,11284,11284
39.783704,1,11287,-104.923402,,,,Vehicles Travelling East,48th Ave & Holly St,0,11287,11287
39.78385,1,11286,-104.923246,,,,Vehicles Travelling West,48th Ave & Holly St,0,11286,11286
39.652967,1,17621,-104.809498,,,,Vehicles Travelling East,Hampden Ave & S Chambers Rd,0,17621,17621
39.652951,1,17623,-104.802744,,,,Vehicles Travelling East,Hampden Ave & S Kalispell St,0,17623,17623
39.652937,1,17625,-104.795433,,,,Vehicles Travelling East,Hampden Ave & S Nucla St,0,17625,17625
39.652949,1,17624,-104.798923,,,,Vehicles Travelling East,Hampden Ave & S Laredo St,0,17624,17624
39.649506,1,17627,-104.791416,,,,Vehicles Travelling South,S Buckley Rd & Kenyon Dr,0,17627,17627
39.652506,1,17626,-104.791345,,,,Vehicles Travelling South,S Buckley Rd & Hampden Ave,0,17626,17626
39.647711,1,17628,-104.791448,,,,Vehicles Travelling South,S Buckley Rd & Kent Dr,0,17628,17628
39.765149,1,13530,-104.929444,,,,Vehicles Travelling South,Elm St & 35th Ave,0,13530,13530
39.974629,1,13537,-105.260023,,,,Vehicles Travelling North,Lehigh St & Emerson Ave,0,13537,13537
39.76199,1,15242,-104.946792,,,,Vehicles Travelling West,MLK Blvd & Madison St,0,15242,15242
40.017364,1,99850,-105.276537,,,33700,Vehicles Travelling Southeast,Downtown Boulder Station (Ar),0,99850,99850
39.675366,1,16392,-104.820303,,,,Vehicles Travelling North,S Sable Blvd & Iliff Ave,0,16392,16392
39.906388,1,19561,-105.071907,,,,Vehicles Travelling South,Main St & W 116th Ave,0,19561,19561
39.901565,1,19562,-105.071834,,,,Vehicles Travelling South,Main St & W 113th Pl,0,19562,19562
39.718724,1,16391,-104.819483,,,,Vehicles Travelling South,Sable Blvd & 2nd Ave,0,16391,16391
39.899723,1,19564,-105.065693,,,,Vehicles Travelling East,W 112th Ave & Kendall St,0,19564,19564
39.899707,1,19565,-105.061874,,,,Vehicles Travelling East,W 112th Ave & Harlan St,0,19565,19565
39.687743,1,16394,-104.819367,,,,Vehicles Travelling South,S Sable Blvd & Gunnison Pl,0,16394,16394
39.682385,1,16395,-104.819208,,,,Vehicles Travelling North,S Sable Blvd & Jewell Ave,0,16395,16395
39.701202,1,16398,-104.819172,,,,Vehicles Travelling North,S Sable Blvd & Kentucky Dr,0,16398,16398
39.700626,1,16399,-104.819443,,,,Vehicles Travelling South,S Sable Blvd & Security Dr,0,16399,16399
39.674866,1,14536,-104.856934,,,,Vehicles Travelling West,Iliff Ave & S Lima St,0,14536,14536
39.674053,1,20885,-104.875199,,,,Vehicles Travelling North,S Dayton Way & Iliff Ave,0,20885,20885
39.671405,1,20884,-104.87521,,,,Vehicles Travelling North,S Dayton Way & Harvard Ave,0,20884,20884
39.66829,1,20883,-104.873463,,,,Vehicles Travelling North,S Dayton Way & Vassar Ave,0,20883,20883
39.666987,1,20882,-104.871305,,,,Vehicles Travelling West,Yale Ave & S Elmira St,0,20882,20882
39.667599,1,20881,-104.867395,,,,Vehicles Travelling West,Yale Ave & S Havana St,0,20881,20881
39.750877,1,24511,-104.772255,,,,Vehicles Travelling North,Tower Rd & 22nd Pl,0,24511,24511
39.86355,1,18323,-105.017544,,,,Vehicles Travelling West,W 92nd Ave & Bryant Dr,0,18323,18323
39.674892,1,14531,-104.866428,,,,Vehicles Travelling West,Iliff Ave & S Havana St,0,14531,14531
39.652974,1,14163,-104.912408,,,,Vehicles Travelling East,Hampden Ave & S Monaco Pkwy,0,14163,14163
39.769456,1,11012,-105.034356,,,,Vehicles Travelling East,W 38th Ave & Lowell Blvd,0,11012,11012
39.660855,1,13289,-105.072148,,,,Vehicles Travelling Northwest,W Dartmouth Ave & S Newland St,0,13289,13289
39.899753,1,25542,-105.023133,,,,Vehicles Travelling West,W 112th Ave & Decatur St,0,25542,25542
39.661605,1,13287,-105.037655,,,,Vehicles Travelling Southwest,W Dartmouth Ave & S Meade St,0,13287,13287
39.66179,1,13286,-105.035847,,,,Vehicles Travelling East,W Dartmouth Ave & S Mabry Ct,0,13286,13286
39.769615,1,11013,-105.034993,,,,Vehicles Travelling West,W 38th Ave & Lowell Blvd,0,11013,11013
39.711072,1,25549,-104.966463,,,,Vehicles Travelling East,Alameda Ave & S Williams St,0,25549,25549
39.659714,1,13282,-105.06744,,,,Vehicles Travelling East,W Dartmouth Ave & S Lamar St,0,13282,13282
39.659818,1,13281,-105.067686,,,,Vehicles Travelling West,W Dartmouth Ave & S Lamar St,0,13281,13281
39.660399,1,13280,-104.858625,,,,Vehicles Travelling West,Dartmouth Ave & S Kenton St,0,13280,13280
39.711275,1,11992,-105.025562,,,,Vehicles Travelling West,W Alameda Ave & S Federal Blvd,0,11992,11992
39.652986,1,14166,-104.908443,,,,Vehicles Travelling East,Hampden Ave & S Oneida Way,0,14166,14166
39.789822,1,21282,-105.109598,,,,Vehicles Travelling South,Kipling St & W 51st Pl,0,21282,21282
39.970946,1,21286,-105.090427,,,,Vehicles Travelling South,US 287 & Empire Rd,0,21286,21286
39.653182,1,14165,-104.976065,,,,Vehicles Travelling West,Hampden Ave & S Ogden St,0,14165,14165
39.858522,1,21936,-104.953208,,,35364,Vehicles Travelling South,Original Thornton & 88th Station Gate A,0,21936,21936
39.592732,1,21938,-104.835688,,,,Vehicles Travelling Southeast,S Tucson Way & Briarwood Ave,0,21938,21938
39.585751,1,21939,-104.835657,,,,Vehicles Travelling South,S Tucson Way & Fremont Pl,0,21939,21939
39.710348,1,11996,-104.869133,,,,Vehicles Travelling Northeast,Alameda Ave & S Galena Way,0,11996,11996
39.827352,1,20082,-105.04087,,,,Vehicles Travelling West,W 72nd Ave & Bradburn Blvd,0,20082,20082_merged_113737442
40.048573,1,10390,-105.27285,,,,Vehicles Travelling South,19th St & Redwood Ave,0,10390,10390
40.052543,1,10391,-105.27283,,,,Vehicles Travelling South,19th St & Upland Ave,0,10391,10391
40.052613,1,10392,-105.272691,,,,Vehicles Travelling North,19th St & Upland Ave,0,10392,10392
40.057985,1,10393,-105.272817,,,,Vehicles Travelling South,19th St & Yarmouth Ave,0,10393,10393
39.718454,1,10398,-104.991166,,,,Vehicles Travelling West,W 1st Ave & Bannock St,0,10398,10398
39.718315,1,10399,-104.991021,,,,Vehicles Travelling East,W 1st Ave & Bannock St,0,10399,10399
39.869492,1,16936,-104.961893,,,,Vehicles Travelling South,Vine St & Rowena St,0,16936,16936
39.869649,1,16937,-104.96178,,,,Vehicles Travelling North,Vine St & Rowena St,0,16937,16937
40.029247,1,16930,-105.239172,,,,Vehicles Travelling West,Valmont Rd & Kings Ridge Blvd,0,16930,16930
40.014234,1,16938,-105.198501,,,,Vehicles Travelling North,Boulder Technical Education Center,0,16938,16938
40.014621,1,12225,-105.202388,,,,Vehicles Travelling East,6400 Block Arapahoe Rd,0,12225,12225
40.014783,1,12222,-105.226349,,,,Vehicles Travelling West,Arapahoe Ave & 55th St,0,12222,12222
40.014624,1,12223,-105.206218,,,,Vehicles Travelling East,Arapahoe Ave & 63rd St,0,12223,12223
40.014857,1,12220,-105.235411,,,,Vehicles Travelling West,Arapahoe Ave & 48th St,0,12220,12220
40.014515,1,12221,-105.22462,,,,Vehicles Travelling East,Arapahoe Ave & 55th St,0,12221,12221
39.761731,1,16709,-105.011212,,,,Vehicles Travelling South,Tejon St & W 32nd Ave,0,16709,16709
40.014528,1,12229,-105.25921,,,,Vehicles Travelling East,Arapahoe Ave & 28th St,0,12229,12229
39.846731,1,15878,-105.005905,,,,Vehicles Travelling North,Pecos St & W Marigold Dr,0,15878,15878
39.855221,1,15879,-105.005888,,,,Vehicles Travelling North,Pecos St & Milky Way,0,15879,15879
39.837855,1,15876,-105.00621,,,,Vehicles Travelling South,Pecos St & Elmwood Ln,0,15876,15876
39.73666,1,15701,-105.189422,,,,Vehicles Travelling Northwest,South Golden Rd & W 12th Ave,0,15701,15701
39.736452,1,15702,-105.189248,,,,Vehicles Travelling Southeast,South Golden Rd & W 12th Ave,0,15702,15702
39.742581,1,15703,-105.201153,,,,Vehicles Travelling West,South Golden Rd & W 16th Ave,0,15703,15703
39.733974,1,15704,-105.171732,,,,Vehicles Travelling West,South Golden Rd & Camp George West,0,15704,15704
39.733711,1,15705,-105.171819,,,,Vehicles Travelling East,South Golden Rd & Camp George West,0,15705,15705
39.745308,1,15706,-105.206182,,,,Vehicles Travelling East,South Golden Rd & Grand Ct,0,15706,15706
39.745701,1,15707,-105.206536,,,,Vehicles Travelling West,South Golden Rd & Grand Ct,0,15707,15707
39.750989,1,10574,-104.932565,,,,Vehicles Travelling East,23rd Ave & Dexter St,0,10574,10574
39.751103,1,10575,-104.933099,,,,Vehicles Travelling West,23rd Ave & Dexter St,0,10575,10575
39.750995,1,10576,-104.929011,,,,Vehicles Travelling East,23rd Ave & Elm St,0,10576,10576
39.75111,1,10577,-104.929883,,,,Vehicles Travelling West,23rd Ave & Elm St,0,10577,10577
39.75111,1,10570,-104.936454,,,,Vehicles Travelling West,23rd Ave & Birch St,0,10570,10570
39.806849,1,16259,-105.108763,,,,Vehicles Travelling Southeast,Ralston Rd & Allendale Dr,0,16259,16259
39.891822,1,18934,-104.940354,,,,Vehicles Travelling South,Colorado Blvd & 108th Ave,0,18934,18934
39.888551,1,18935,-104.940347,,,,Vehicles Travelling South,Colorado Blvd & 106th Ave,0,18935,18935
39.907075,1,18930,-104.940345,,,,Vehicles Travelling South,Colorado Blvd & Woodglen Blvd,0,18930,18930
40.015098,1,21423,-105.099625,,,,Vehicles Travelling East,Arapahoe Rd & US 287,0,21423,21423
39.899062,1,18932,-104.940347,,,,Vehicles Travelling South,Colorado Blvd & 112th Ave,0,18932,18932
39.700456,1,21421,-104.781935,,,,Vehicles Travelling West,Kentucky Ave & Ada Cir,0,21421,21421
39.792781,1,21428,-105.078694,,,,Vehicles Travelling Northwest,W 53rd Ave & Wadsworth Bypass,0,21428,21428
39.790987,1,21429,-105.077701,,,,Vehicles Travelling East,W 52nd Ave & Vance St,0,21429,21429
39.782111,1,33026,-104.875754,,,,Vehicles Travelling East,Northfield Blvd & Dallas St,0,33026,33026
39.785825,1,33021,-104.892741,,,,Vehicles Travelling West,Northfield Blvd & Uinta St,0,33021,33021
39.729174,1,11842,-104.954743,,,,Vehicles Travelling West,8th Ave & Detroit St,0,11842,11842
39.72924,1,11841,-105.021033,,,,Vehicles Travelling East,W 8th Ave & Decatur St,0,11841,11841
39.765551,1,18821,-104.9228,,,,Vehicles Travelling East,35th Ave & Holly St,0,18821,18821
39.776563,1,11191,-105.078784,,,,Vehicles Travelling East,W 44th Ave & Vance St,0,11191,11191
40.036882,1,33247,-105.072631,,,,Vehicles Travelling Southwest,Erie Pkwy & Brennan St,0,33247,33247
39.666576,1,33240,-104.893065,,,,Vehicles Travelling Southeast,S Syracuse Way & S Uinta St,0,33240,33240
39.776661,1,11119,-105.05782,,,,Vehicles Travelling West,W 44th Ave & Depew St,0,11119,11119
39.776565,1,11118,-105.091187,,,,Vehicles Travelling East,W 44th Ave & Cody St,0,11118,11118
39.715895,1,16380,-104.819481,,,,Vehicles Travelling South,S Sable Blvd & Ellsworth Ave,0,16380,16380
39.82381,1,14471,-104.979659,,,,Vehicles Travelling West,70th Ave & Washington St,0,14471,14471
39.823535,1,14470,-104.97711,,,,Vehicles Travelling East,70th Ave & Washington St,0,14470,14470
39.776659,1,11113,-105.019698,,,,Vehicles Travelling West,W 44th Ave & Bryant St,0,11113,11113
39.776677,1,11112,-105.088693,,,,Vehicles Travelling West,W 44th Ave & Brentwood St,0,11112,11112
39.776524,1,11115,-105.05637,,,,Vehicles Travelling East,W 44th Ave & Chase St,0,11115,11115
39.776544,1,11114,-105.019298,,,,Vehicles Travelling East,W 44th Ave & Bryant St,0,11114,11114
39.776676,1,11117,-105.09178,,,,Vehicles Travelling West,W 44th Ave & Cody St,0,11117,11117
39.778457,1,11198,-105.138717,,,,Vehicles Travelling West,W 44th Ave & Ward Rd,0,11198,11198
39.805189,0,34251,-104.92926,,,,Vehicles Travelling North,60th / Dahlia,1,34251,
39.639372,1,13841,-105.025245,,,,Vehicles Travelling North,S Federal Blvd & W Princeton Pl,0,13841,13841
39.641994,1,13840,-105.025457,,,,Vehicles Travelling South,S Federal Blvd & W Oxford Ave,0,13840,13840
39.637814,1,13843,-105.02524,,,,Vehicles Travelling North,S Federal Blvd & W Radcliff Ave,0,13843,13843
39.638529,1,13842,-105.025487,,,,Vehicles Travelling South,S Federal Blvd & W Princeton Pl,0,13842,13842
39.636938,1,13844,-105.025467,,,,Vehicles Travelling South,S Federal Blvd & W Radcliff Ave,0,13844,13844
39.633604,1,13847,-105.025524,,,,Vehicles Travelling South,S Federal Blvd & W Stanford Dr,0,13847,13847
39.628541,1,13846,-105.025567,,,,Vehicles Travelling South,S Federal Blvd & W Saratoga Ave,0,13846,13846
39.621979,1,13849,-105.027091,,,,Vehicles Travelling Southwest,S Federal Blvd & W Progress Ave,0,13849,13849
39.633698,1,13848,-105.02524,,,,Vehicles Travelling North,S Federal Blvd & W Stanford Dr,0,13848,13848
40.017862,1,35215,-105.258534,,,,Vehicles Travelling South,28th St & Canyon Blvd,0,35215,35215
39.751818,1,35216,-104.993746,,,,Vehicles Travelling Southeast,19th St & Larimer St,0,35216,35216
